model,domain,puzzle_id,correct,chosen_answer,candidate,judge_confidence,judge_ngrams,regex_score,is_chosen
GPT-5,Cryptic,cc_002,1,zephyr,blowing,15.0,"[""isn\u2019t necessary"", ""realize that""]",0.0,0
Gemini 3 Flash,Cryptic,cc_002,1,zephyr,zephyr,100.0,"[""Bingo!"", ""perfectly"", ""only one that immediately clicks"", ""must be it"", ""spot on""]",6.243930635838151,1
Gemini 3 Flash,Cryptic,cc_002,1,zephyr,breeze,20.0,"[""No"", ""does BREEZE works""]",1.7890173410404622,0
Gemini 3 Flash,Cryptic,cc_002,1,zephyr,fine,45.0,"[""blowing + fine"", ""gentle breeze blowing fine cotton fabric""]",1.4260115606936417,0
Gemini 3 Flash,Cryptic,cc_002,1,zephyr,muslin,20.0,"[""Nope"", ""What about VOILES or MUSLIN""]",1.3167630057803468,0
Gemini 3 Flash,Cryptic,cc_002,1,zephyr,voiles,20.0,"[""Nope"", ""What about VOILES or MUSLIN""]",1.3028901734104046,0
Gemini 3 Flash,Cryptic,cc_002,1,zephyr,blowing,45.0,"[""link word"", ""anagram indicator"", ""could be""]",0.8606936416184972,0
Gemini 3 Flash,Cryptic,cc_002,1,zephyr,mull,20.0,"[""don't pan out"", ""wild ones like mull""]",0.7462427745664739,0
Gemini 3 Flash,Cryptic,cc_002,1,zephyr,fine cotton fabric,50.0,"[""obviously connected"", ""double definition""]",0.5583815028901734,0
Gemini 3 Flash,Cryptic,cc_002,1,zephyr,gentle breeze,50.0,"[""obviously connected"", ""double definition""]",0.5179190751445086,0
Gemini 3 Pro,Cryptic,cc_002,1,zephyr,breeze,30.0,"[""Maybe it's an anagram"", ""scratch that""]",10.597916666666666,0
Gemini 3 Pro,Cryptic,cc_002,1,zephyr,zephyr,100.0,"[""Yes! That clicks!"", ""fits perfectly"", ""Bingo"", ""definitely it"", ""Perfect""]",10.293055555555554,1
Gemini 3 Pro,Cryptic,cc_002,1,zephyr,gentle breeze,95.0,"[""isn't that... ZEPHYR?"", ""gentle breeze and fine cotton fabric""]",8.868749999999999,0
Gemini 3 Pro,Cryptic,cc_002,1,zephyr,fine cotton fabric,95.0,"[""also a \""fine cotton fabric\""?"", ""fits perfectly""]",4.128472222222221,0
Gemini 3 Pro,Cryptic,cc_002,1,zephyr,blowing,40.0,"[""feels like a signal"", ""maybe \""blowing\"" is just a linking word""]",3.394444444444444,0
Gemini 3 Pro,Cryptic,cc_002,1,zephyr,zebere,10.0,"[""Nope, that's gibberish""]",1.1749999999999998,0
Gemini 3 Pro,Cryptic,cc_002,1,zephyr,gentle breeze blowing,45.0,"[""feels like a signal for some kind of wordplay""]",0.0,0
Qwen3-VL-235B Thinking,Cryptic,cc_001,0,amiable,sociable,25.0,"[""maybe \""sociable\"" is close"", ""not matching"", ""but it's 8 letters""]",-72.47140005806358,0
Qwen3-VL-235B Thinking,Cryptic,cc_001,0,amiable,amiable,75.0,"[""\""amiable\"" is 7"", ""likely"", ""most plausible 7-letter synonym"", ""settle on AMIABLE""]",-76.46582595442007,1
Qwen3-VL-235B Thinking,Cryptic,cc_001,0,amiable,it's,35.0,"[""maybe \""its\"" is \""it's\"""", ""could be \""it is\"""", ""it's birds""]",-102.76271229496297,0
Qwen3-VL-235B Thinking,Cryptic,cc_001,0,amiable,gregarious,95.0,"[""is the definition"", ""probably \""gregarious\"""", ""definition here is probably""]",-110.41141675134271,0
Qwen3-VL-235B Thinking,Cryptic,cc_001,0,amiable,its birds,30.0,"[""might be a container"", ""might be an anagram"", ""could be \""it's birds\""""]",-116.14293438815504,0
Qwen3-VL-235B Thinking,Cryptic,cc_001,0,amiable,are,25.0,"[""could be R"", ""is the verb"", ""might be \""be\""""]",-132.19433154303962,0
Qwen3-VL-235B Thinking,Cryptic,cc_001,0,amiable,tern,45.0,"[""is a bird"", ""refer to \""terns\"""", ""containing \""its\""""]",-142.52910436928434,0
Qwen3-VL-235B Thinking,Cryptic,cc_001,0,amiable,birds,41.0,"[""could be a word for birds"", ""slang term could be \""chick\"""", ""refer to \""rooks\"" or \""crows\""""]",-400.3514261866746,0
Qwen3-VL-235B Thinking,Cryptic,cc_001,0,amiable,be,28.0,"[""\""are\"" is \""be\"""", ""as in B for bird"", ""its birds be""]",-474.7217484395413,0
Qwen3-VL-235B Thinking,Cryptic,cc_001,0,amiable,its,38.0,"[""part of the clue"", ""indicating possession"", ""could be a container""]",-496.0478298737116,0
Gemini 2.5 Pro,Cryptic,cc_002,1,zephyr,zephyr,95.0,"[""classic choice"", ""checks out"", ""seems promising"", ""Zephyr fits both definitions"", ""The answer is \""Zephyr\""""]",4.94610630407911,1
Gemini 2.5 Pro,Cryptic,cc_002,1,zephyr,gentle breeze,50.0,"[""two key components"", ""what comes to mind for""]",2.1053152039555005,0
Gemini 2.5 Pro,Cryptic,cc_002,1,zephyr,fine,45.0,"[""not always the \""fine\"" type"", ""looking up the definitions""]",1.801606922126081,0
Gemini 2.5 Pro,Cryptic,cc_002,1,zephyr,poplin,40.0,"[""immediately spring to mind"", ""is a possibility""]",1.5241038318912237,0
Gemini 2.5 Pro,Cryptic,cc_002,1,zephyr,muslin,40.0,"[""immediately spring to mind"", ""is good, lightweight cotton""]",1.491223733003708,0
Gemini 2.5 Pro,Cryptic,cc_002,1,zephyr,fine cotton fabric,50.0,"[""two key components"", ""what comes to mind for""]",0.3571075401730531,0
Gemini 2.5 Pro,Cryptic,cc_002,1,zephyr,blowing,45.0,"[""likely a link"", ""is the link""]",0.353646477132262,0
Gemini 2.5 Pro,Cryptic,cc_002,1,zephyr,calico,30.0,"[""is another"", ""not always the \""fine\"" type""]",0.0,0
Gemini 2.5 Pro,Cryptic,cc_002,1,zephyr,gust,15.0,"[""just don't fit""]",0.0,0
Gemini 2.5 Pro,Cryptic,cc_002,1,zephyr,aura,15.0,"[""just don't fit""]",0.0,0
Gemini 3 Flash,Cryptic,cc_003,1,animated,animated,100.0,"[""leaning towards"", ""Absolutely"", ""Perfect"", ""undoubtedly""]",4.742038834951456,1
Gemini 3 Flash,Cryptic,cc_003,1,animated,ad i meant,50.0,"[""wordplay element seems to be"", ""gives me"", ""rearrange those letters""]",1.9166990291262127,0
Gemini 3 Flash,Cryptic,cc_003,1,animated,distributed,60.0,"[""often signifies an anagram"", ""anagram indicator is""]",1.6502912621359225,0
Gemini 3 Flash,Cryptic,cc_003,1,animated,in cartoon form,55.0,"[""definition component has to be"", ""starting point"", ""Does \""ANIMATED\"" fit""]",0.7709708737864076,0
Qwen3-VL-235B Thinking,Cryptic,cc_002,1,zephyr,zephyr,95.0,"[""answer is ZEPHYR"", ""zephyr is both"", ""gentle breeze = zephyr"", ""fine cotton fabric = zephyr"", ""ZEPHYR is 6 letters"", ""it's a double definition""]",-9.033345194825,1
Qwen3-VL-235B Thinking,Cryptic,cc_002,1,zephyr,muslin,35.0,"[""answer is MUSLIN"", ""not obvious"", ""not sure"", ""where's M, U, S?""]",-50.10158350913757,0
Qwen3-VL-235B Thinking,Cryptic,cc_002,1,zephyr,gentle breeze,55.0,"[""definition part"", ""might be the definition"", ""is the definition"", ""whole definition""]",-93.39124876089774,0
Qwen3-VL-235B Thinking,Cryptic,cc_002,1,zephyr,wind,30.0,"[""wind + fine"", ""blowing = wind"", ""wind + muse""]",-96.65041811758124,0
Qwen3-VL-235B Thinking,Cryptic,cc_002,1,zephyr,cotton fabric,50.0,"[""might be the definition"", ""definition is at the end"", ""is the definition""]",-149.97235086292352,0
Qwen3-VL-235B Thinking,Cryptic,cc_002,1,zephyr,blowing,45.0,"[""often indicates an anagram"", ""anagram indicator"", ""container indicator"", ""red herring""]",-164.10092011285363,0
Qwen3-VL-235B Thinking,Cryptic,cc_002,1,zephyr,breeze,35.0,"[""answer is BREEZE"", ""B-R-E-E-Z-E is 6 letters"", ""no Z""]",-170.23535825941082,0
Qwen3-VL-235B Thinking,Cryptic,cc_002,1,zephyr,fabric,30.0,"[""fabric is 6 letters"", ""clue itself"", ""not helpful""]",-210.417947284142,0
Qwen3-VL-235B Thinking,Cryptic,cc_002,1,zephyr,cotton,35.0,"[""often abbreviated as c"", ""fodder is cotton"", ""no match""]",-228.5260224182193,0
Qwen3-VL-235B Thinking,Cryptic,cc_002,1,zephyr,fine,45.0,"[""part of the wordplay"", ""anagram fodder"", ""fodder = fine""]",-297.6966855603285,0
Gemini 3 Pro,Cryptic,cc_003,1,animated,animated,100.0,"[""make the word \""ANIMATED\"""", ""Yes, ANIMATED"", ""Perfect"", ""Definitely the solution""]",14.320702634880805,1
Gemini 3 Pro,Cryptic,cc_003,1,animated,in cartoon form,65.0,"[""implies the answer is likely"", ""something like a cartoon"", ""Fits the \""in cartoon form\"" theme""]",5.858218318695107,0
Gemini 3 Pro,Cryptic,cc_003,1,animated,ad i meant,90.0,"[""anagram indicator"", ""list the letters in \""ad i meant\"""", ""exactly eight"", ""likely that \""ad i meant\"" is an anagram""]",3.66900878293601,0
Gemini 3 Pro,Cryptic,cc_003,1,animated,to be distributed,95.0,"[""key to unlocking it"", ""that's the anagram indicator"", ""implies some kind of rearrangement""]",1.4867001254705143,0
Gemini 3 Pro,Cryptic,cc_003,1,animated,ad i meant to be distributed,85.0,"[""has to be the key"", ""unlocking it"", ""anagram indicator""]",0.4203262233375157,0
Gemini 2.5 Pro,Cryptic,cc_003,1,animated,animated,100.0,"[""Ah-HA!"", ""ANIMATED!"", ""Perfect"", ""fits like a glove"", ""has to be""]",7.97162471395881,1
Gemini 2.5 Pro,Cryptic,cc_003,1,animated,ad i meant,50.0,"[""screams anagram fodder"", ""starting letters""]",0.6011441647597253,0
Gemini 2.5 Pro,Cryptic,cc_003,1,animated,to be distributed,60.0,"[""classic anagram indicator""]",0.0,0
Qwen3-VL-235B Thinking,Rebus,p56,1,two heads are better than one,better than,85.0,"[""symbol is often used"", ""mean \""better than\"""", ""greater-than symbol is often""]",13.33876404494382,0
Qwen3-VL-235B Thinking,Rebus,p56,1,two heads are better than one,are better than,90.0,"[""which is \""are better than\"""", ""the phrase is""]",9.579962546816478,0
Qwen3-VL-235B Thinking,Rebus,p56,1,two heads are better than one,two heads are better than one,95.0,"[""translate to \""two heads are better than one.\"""", ""the common saying"", ""yes, that's""]",5.812172284644195,1
Qwen3-VL-235B Thinking,Rebus,p56,1,two heads are better than one,more than,35.0,"[""which is like \""greater than\"" or \""more than\""""]",0.9382022471910112,0
Qwen3-VL-235B Thinking,Rebus,p56,1,two heads are better than one,greater than,35.0,"[""which is like \""greater than\"" or \""more than\""""]",0.8910112359550562,0
Claude Sonnet 4.6,Cryptic,cc_003,1,animated,animated,100.0,"[""ANIMATED!"", ""yes, that works!"", ""means \""cartoon form\""""]",2.518316831683168,1
Claude Sonnet 4.6,Cryptic,cc_003,1,animated,cartoon form,95.0,"[""means \""cartoon form\"""", ""animated cartoon""]",0.8804455445544555,0
Claude Sonnet 4.6,Cryptic,cc_003,1,animated,animated,100.0,"[""ANIMATED!"", ""yes, that works!"", ""means \""cartoon form\""""]",,1
Claude Sonnet 4.6,Cryptic,cc_003,1,animated,animated,100.0,"[""ANIMATED!"", ""yes, that works!"", ""means \""cartoon form\""""]",,1
Claude Sonnet 4.6,Cryptic,cc_003,1,animated,ad i meant,50.0,"[""letters to anagram"", ""A, D, I, M, E, A, N, T""]",,0
Claude Sonnet 4.6,Cryptic,cc_003,1,animated,to be distributed,50.0,"[""anagram indicator""]",,0
GPT-5,Cryptic,cc_004,1,hallowed,hallowed,95.0,"[""hallowed be the answer"", ""fits the clue""]",0.0,1
GPT-5,Cryptic,cc_004,1,hallowed,wed,75.0,"[""leading to"", ""for \u201cto a happy couple\u201d""]",0.0,0
GPT-5,Cryptic,cc_004,1,hallowed,hello,70.0,"[""think about"", ""as a greeting""]",0.0,0
GPT-5,Cryptic,cc_004,1,hallowed,greet,45.0,"[""synonyms for \""welcome,\"""", ""like \""greet\""""]",0.0,0
GPT-5,Cryptic,cc_004,1,hallowed,beatific,65.0,"[""comes to mind"", ""means both holy and happy""]",-0.5384615384615384,0
Qwen3-VL-235B Thinking,Cryptic,cc_003,1,animated,animated,95.0,"[""answer is \""animated\"""", ""perfect match"", ""definition is \""in cartoon form\"""", ""exactly the letters"", ""A-N-I-M-A-T-E-D""]",15.391767748515644,1
Qwen3-VL-235B Thinking,Cryptic,cc_003,1,animated,intended,45.0,"[""intended is 8 letters"", ""means \""meant\"""", ""does not match the wordplay"", ""how to get \""intended\""""]",-26.23942374239609,0
Qwen3-VL-235B Thinking,Cryptic,cc_003,1,animated,in cartoon form,55.0,"[""definition part"", ""vague"", ""means something like \""cartoon-style\"""", ""matches \""animated\""""]",-50.35116016464502,0
Qwen3-VL-235B Thinking,Cryptic,cc_003,1,animated,meant to be,35.0,"[""part of the definition"", ""not used"", ""fodder"", ""9 letters"", ""not likely""]",-61.76986485994245,0
Qwen3-VL-235B Thinking,Cryptic,cc_003,1,animated,distributed,75.0,"[""anagram indicator"", ""suggests that these letters are to be distributed"", ""signal"", ""applies to the word before it""]",-79.46086766473607,0
Qwen3-VL-235B Thinking,Cryptic,cc_003,1,animated,ad i,55.0,"[""letters A, D, I"", ""provides the letters"", ""fodder"", ""separate"", ""tricky""]",-93.69680180672422,0
Qwen3-VL-235B Thinking,Cryptic,cc_003,1,animated,form,30.0,"[""shape or type"", ""definition"", ""make"", ""inserted""]",-101.91598003861144,0
Qwen3-VL-235B Thinking,Cryptic,cc_003,1,animated,cartoon,40.0,"[""clued as \""comic\"""", ""container"", ""definition"", ""anime or manga""]",-136.81833315120386,0
Qwen3-VL-235B Thinking,Cryptic,cc_003,1,animated,meant,55.0,"[""anagrammed"", ""definition"", ""fodder"", ""5 letters""]",-173.13245546934766,0
Qwen3-VL-235B Thinking,Cryptic,cc_003,1,animated,ad,50.0,"[""advertisement"", ""abbreviation"", ""letters A and D"", ""definition"", ""red herring""]",-264.5993042654717,0
Gemini 3 Pro,Cryptic,cc_004,1,hallowed,hallo,95.0,"[""HALLO (welcome)"", ""matches the 8-letter constraint"", ""I'm confident in HALLO""]",6.160851063829787,0
Gemini 3 Pro,Cryptic,cc_004,1,hallowed,hallowed,98.0,"[""HALLOWED! Yes"", ""matches the 8-letter constraint"", ""this fits"", ""Yes. HALLOWED.""]",3.171914893617021,1
Gemini 3 Pro,Cryptic,cc_004,1,hallowed,m and m,10.0,"[""Not it"", ""That's for sure"", ""No""]",-1.5817021276595742,0
Gemini 3 Pro,Cryptic,cc_004,1,hallowed,and m,10.0,"[""No"", ""M AND M? No""]",-1.584255319148936,0
Gemini 3 Pro,Cryptic,cc_004,1,hallowed,to a happy couple,45.0,"[""Could that be WED"", ""to marry""]",-2.7612765957446808,0
Gemini 3 Pro,Cryptic,cc_004,1,hallowed,matrimony,20.0,"[""No, that's not right"", ""No, it's 9 letters"", ""makes no sense""]",-4.214042553191488,0
Gemini 3 Pro,Cryptic,cc_004,1,hallowed,a happy couple,41.0,"[""could be"", ""What about""]",-4.312340425531914,0
Gemini 3 Pro,Cryptic,cc_004,1,hallowed,welcome,55.0,"[""screams \""MAT\"""", ""maybe a \""GREETING\"""", ""is GREETING"", ""could be HALLO""]",-4.361702127659575,0
Gemini 3 Pro,Cryptic,cc_004,1,hallowed,holy,50.0,"[""could be \""SACRED\"""", ""\""HALLOWED\"""", ""could be H""]",-6.35531914893617,0
Gemini 3 Pro,Cryptic,cc_004,1,hallowed,mat,35.0,"[""keeps coming back"", ""not right on its own"", ""makes no sense""]",-9.98,0
Gemini 3 Flash,Cryptic,cc_004,0,thalamus,men,15.0,"[""leads to \""MEN\""? No""]",10.287675070028012,0
Gemini 3 Flash,Cryptic,cc_004,0,thalamus,welcome,45.0,"[""\""Welcome,\"" well, that's HI"", ""treatment of \""welcome\"" as a unit"", ""is HI, ENTER, GREET""]",8.308403361344535,0
Gemini 3 Flash,Cryptic,cc_004,0,thalamus,meneal,30.0,"[""\""HI\"" + \""MENEAL\""? Nope""]",5.192156862745098,0
Gemini 3 Flash,Cryptic,cc_004,0,thalamus,holy,45.0,"[""is a synonym like SACRED"", ""as ST?"", ""synonym: BLEST?""]",5.099159663865545,0
Gemini 3 Flash,Cryptic,cc_004,0,thalamus,holy welcome,65.0,"[""treat \""holy welcome\"" as a unit"", ""is HALO!""]",3.568067226890755,0
Gemini 3 Flash,Cryptic,cc_004,0,thalamus,a happy couple,50.0,"[""a term in itself"", ""direct definition?""]",1.9591036414565823,0
Gemini 3 Flash,Cryptic,cc_004,0,thalamus,thalamus,,[],0.0,1
Gemini 3 Flash,Cryptic,cc_004,0,thalamus,hallowed,35.0,"[""HALLOWED for holy"", ""no luck with that""]",-1.446218487394958,0
Gemini 3 Flash,Cryptic,cc_004,0,thalamus,happy,45.0,"[""as GLAD"", ""JOYFUL, MERRY, BLISSFUL""]",-8.235574229691874,0
Gemini 3 Flash,Cryptic,cc_004,0,thalamus,hi,75.0,"[""Welcome is HI"", ""HI is inside"", ""HI is embedded""]",-10.91680672268907,0
Claude Sonnet 4.6,Cryptic,cc_004,0,blessing,blessing,95.0,"[""BLESSING fits perfectly"", ""8 letters"", ""works on multiple levels"", ""That has to be it""]",-0.836481614996395,1
Claude Sonnet 4.6,Cryptic,cc_004,0,blessing,mazel tov,15.0,"[""MAZEL TOV?"", ""No, that's not 8 letters""]",-1.268204758471521,0
Claude Sonnet 4.6,Cryptic,cc_004,0,blessing,hail mary,20.0,"[""like HAIL MARY?"", ""doesn't quite fit""]",-1.3640951694304253,0
Claude Sonnet 4.6,Cryptic,cc_004,0,blessing,welcome to a happy couple,45.0,"[""what you'd say when greeting"", ""holy modifies the whole thing""]",-2.373612112472963,0
Claude Sonnet 4.6,Cryptic,cc_004,0,blessing,holy welcome,55.0,"[""could this be"", ""itself is the key phrase"", ""double definition""]",-3.8815428983417446,0
Claude Sonnet 4.6,Cryptic,cc_004,0,blessing,a happy couple,40.0,"[""a pair"", ""two people who are happy"", ""associated with""]",-5.9846431146359045,0
Claude Sonnet 4.6,Cryptic,cc_004,0,blessing,welcome,50.0,"[""could mean greeting"", ""part of wordplay""]",-9.445854361932229,0
Claude Sonnet 4.6,Cryptic,cc_004,0,blessing,holy,50.0,"[""indicate something sacred"", ""part of wordplay""]",-10.131939437635182,0
Gemini 2.5 Pro,Cryptic,cc_004,0,blessing,blessing,35.0,"[""A blessing?"", ""maybe the whole clue"", ""A wedding blessing?""]",-1.6181818181818182,1
Gemini 2.5 Pro,Cryptic,cc_004,0,blessing,holy welcome,45.0,"[""Is it a double definition?"", ""is the answer"", ""What's a \""holy welcome""]",-4.030373502466526,0
Gemini 2.5 Pro,Cryptic,cc_004,0,blessing,to a happy couple,40.0,"[""definition is something \""to a happy couple\"""", ""not being able to find"", ""What's a \""holy welcome to a happy couple?\""""]",-5.4788583509513735,0
Gemini 2.5 Pro,Cryptic,cc_004,0,blessing,welcome,40.0,"[""implies a greeting"", ""could be a word part"", ""gives me no place to start""]",-8.464270613107821,0
Gemini 2.5 Pro,Cryptic,cc_004,0,blessing,holy,40.0,"[""suggests something divine"", ""could be \""ST\"""", ""gives me no place to start""]",-9.784496124031008,0
Gemini 2.5 Pro,Cryptic,cc_004,0,blessing,st,30.0,"[""could be \""ST\"""", ""gives me no place to start"", ""No. I keep coming back""]",-10.477589852008457,0
Gemini 2.5 Pro,Cryptic,cc_004,0,blessing,happy couple,35.0,"[""is the core"", ""could be newlyweds"", ""not being able to find a good direction""]",-11.41494009866103,0
Gemini 2.5 Pro,Cryptic,cc_004,0,blessing,happy,30.0,"[""could be a hint"", ""not seeing it""]",-13.078576462297391,0
Qwen3-VL-235B Thinking,Cryptic,cc_004,1,hallowed,blessing,35.0,"[""the word \""blessing\"" \u2013 8 letters"", ""is a noun, not an adjective meaning holy"", ""Not sure.""]",-12.93268923731936,0
Qwen3-VL-235B Thinking,Cryptic,cc_004,1,hallowed,hallowed,85.0,"[""hallowed is 8 letters!"", ""H-A-L-L-O-W-E-D"", ""hallowed means holy"", ""most likely"", ""settle on HALLOWED as the answer""]",-69.76864125762476,1
Qwen3-VL-235B Thinking,Cryptic,cc_004,1,hallowed,to a,30.0,"[""maybe \""to\"" followed by \""a\"""", ""\""to a\"" \u2013 maybe \""a\"" is the article"", ""to a\"" could be \""to\"" + \""a\"" = TOA""]",-125.82887788103328,0
Qwen3-VL-235B Thinking,Cryptic,cc_004,1,hallowed,a happy couple,35.0,"[""maybe \""we\"""", ""maybe \""us\"""", ""could be \""two\"""", ""could be \""wed\""""]",-136.95712940598517,0
Qwen3-VL-235B Thinking,Cryptic,cc_004,1,hallowed,hallow,41.0,"[""\""hallow\"" is a word"", ""hallow is the root"", ""is related to saints""]",-145.26528841036554,0
Qwen3-VL-235B Thinking,Cryptic,cc_004,1,hallowed,hail,65.0,"[""\""welcome\"" could be \""hail\"""", ""hail is 4 letters"", ""HAIL + A + WED = HAILAWED"", ""HAIL + OWED = HALLOWED""]",-158.34263724567083,0
Qwen3-VL-235B Thinking,Cryptic,cc_004,1,hallowed,us,40.0,"[""\""a happy couple\"" could be \""us\"""", ""A + US = AUS"", ""US (the couple)""]",-176.57444630941168,0
